gestion,mes,dia,estacion,longitud,latitud,altura,Precipitación,Temperatura Máxima,Temperatura Mínima
2016,12,13,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,19.80,-4.20
2016,12,14,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,,2.00
2016,12,15,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,22.00,5.30
2016,12,16,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,24.00,3.30
2016,12,17,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,25.50,4.70
2016,12,18,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,,6.00
2016,12,19,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,,6.20
2016,12,20,Uyuni Aeropuerto,-66.846868,-20.442834,4000,1.30,,6.20
2016,12,21,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,23.00,5.70
2016,12,22,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,,3.70
2016,12,23,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,23.50,4.70
2016,12,24,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,,5.70
2016,12,25,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,,6.30
2016,12,26,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,24.50,4.70
2016,12,27,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,24.00,4.00
2016,12,28,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,24.00,3.70
2016,12,29,Uyuni Aeropuerto,-66.846868,-20.442834,4000,3.40,22.50,6.50
2016,12,30,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,23.00,5.70
2016,12,31,Uyuni Aeropuerto,-66.846868,-20.442834,4000,0.00,18.50,6.40
